vision-v821/aiglass-ai	25303040	20260702201042_openwrt_v821_aiglass-ai.swu
vision-v821/aiglass-ai	26028544	20260603143344_openwrt_v821_aiglass-ai.swu
vision-v821/aiglass-ai	26140672	20260122174551_openwrt_v821_aiglass-ai.swu
vision-v821/aiglass-imx681-ab	12525056	20260311161942_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ab	12525568	20260624181000_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ab	12526080	20260723104821_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ab	12642304	20260729171342_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ab	12650496	20260522183154_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ab	12654592	20260604104412_openwrt_v821_aiglass_imx681-ab.swu
vision-v821/aiglass-imx681-ai	24868864	20251226154557_openwrt_v821_aiglass_imx681-ai.swu
vision-v821/aiglass-imx681-ai	24881152	20260303185021_openwrt_v821_aiglass_imx681-ai.swu
vision-v821/aiglass-imx681-ai	25042944	20260312134609_openwrt_v821_aiglass_imx681-ai.swu
